field_id	title	item_type
25179	Mean MO in posterior corona radiata on FA skeleton (left)	0
25180	Mean MO in posterior thalamic radiation on FA skeleton (right)	0
25181	Mean MO in posterior thalamic radiation on FA skeleton (left)	0
25182	Mean MO in sagittal stratum on FA skeleton (right)	0
25183	Mean MO in sagittal stratum on FA skeleton (left)	0
25184	Mean MO in external capsule on FA skeleton (right)	0
25185	Mean MO in external capsule on FA skeleton (left)	0
25186	Mean MO in cingulum cingulate gyrus on FA skeleton (right)	0
25187	Mean MO in cingulum cingulate gyrus on FA skeleton (left)	0
25188	Mean MO in cingulum hippocampus on FA skeleton (right)	0
25189	Mean MO in cingulum hippocampus on FA skeleton (left)	0
25190	Mean MO in fornix cres+stria terminalis on FA skeleton (right)	0
25191	Mean MO in fornix cres+stria terminalis on FA skeleton (left)	0
25192	Mean MO in superior longitudinal fasciculus on FA skeleton (right)	0
25193	Mean MO in superior longitudinal fasciculus on FA skeleton (left)	0
25194	Mean MO in superior fronto-occipital fasciculus on FA skeleton (right)	0
25195	Mean MO in superior fronto-occipital fasciculus on FA skeleton (left)	0
25196	Mean MO in uncinate fasciculus on FA skeleton (right)	0
25197	Mean MO in uncinate fasciculus on FA skeleton (left)	0
25198	Mean MO in tapetum on FA skeleton (right)	0
25199	Mean MO in tapetum on FA skeleton (left)	0
25200	Mean L1 in middle cerebellar peduncle on FA skeleton	0
25201	Mean L1 in pontine crossing tract on FA skeleton	0
25202	Mean L1 in genu of corpus callosum on FA skeleton	0
25203	Mean L1 in body of corpus callosum on FA skeleton	0
25204	Mean L1 in splenium of corpus callosum on FA skeleton	0
25205	Mean L1 in fornix on FA skeleton	0
25206	Mean L1 in corticospinal tract on FA skeleton (right)	0
25207	Mean L1 in corticospinal tract on FA skeleton (left)	0
25208	Mean L1 in medial lemniscus on FA skeleton (right)	0
25209	Mean L1 in medial lemniscus on FA skeleton (left)	0
25210	Mean L1 in inferior cerebellar peduncle on FA skeleton (right)	0
25211	Mean L1 in inferior cerebellar peduncle on FA skeleton (left)	0
25212	Mean L1 in superior cerebellar peduncle on FA skeleton (right)	0
25213	Mean L1 in superior cerebellar peduncle on FA skeleton (left)	0
25214	Mean L1 in cerebral peduncle on FA skeleton (right)	0
25215	Mean L1 in cerebral peduncle on FA skeleton (left)	0
25216	Mean L1 in anterior limb of internal capsule on FA skeleton (right)	0
25217	Mean L1 in anterior limb of internal capsule on FA skeleton (left)	0
25218	Mean L1 in posterior limb of internal capsule on FA skeleton (right)	0
25219	Mean L1 in posterior limb of internal capsule on FA skeleton (left)	0
25220	Mean L1 in retrolenticular part of internal capsule on FA skeleton (right)	0
25221	Mean L1 in retrolenticular part of internal capsule on FA skeleton (left)	0
25222	Mean L1 in anterior corona radiata on FA skeleton (right)	0
25223	Mean L1 in anterior corona radiata on FA skeleton (left)	0
25224	Mean L1 in superior corona radiata on FA skeleton (right)	0
25225	Mean L1 in superior corona radiata on FA skeleton (left)	0
25226	Mean L1 in posterior corona radiata on FA skeleton (right)	0
25227	Mean L1 in posterior corona radiata on FA skeleton (left)	0
25228	Mean L1 in posterior thalamic radiation on FA skeleton (right)	0
25229	Mean L1 in posterior thalamic radiation on FA skeleton (left)	0
25230	Mean L1 in sagittal stratum on FA skeleton (right)	0
25231	Mean L1 in sagittal stratum on FA skeleton (left)	0
25232	Mean L1 in external capsule on FA skeleton (right)	0
25233	Mean L1 in external capsule on FA skeleton (left)	0
25234	Mean L1 in cingulum cingulate gyrus on FA skeleton (right)	0
25235	Mean L1 in cingulum cingulate gyrus on FA skeleton (left)	0
25236	Mean L1 in cingulum hippocampus on FA skeleton (right)	0
25237	Mean L1 in cingulum hippocampus on FA skeleton (left)	0
25238	Mean L1 in fornix cres+stria terminalis on FA skeleton (right)	0
25239	Mean L1 in fornix cres+stria terminalis on FA skeleton (left)	0
25240	Mean L1 in superior longitudinal fasciculus on FA skeleton (right)	0
25241	Mean L1 in superior longitudinal fasciculus on FA skeleton (left)	0
25242	Mean L1 in superior fronto-occipital fasciculus on FA skeleton (right)	0
25243	Mean L1 in superior fronto-occipital fasciculus on FA skeleton (left)	0
25244	Mean L1 in uncinate fasciculus on FA skeleton (right)	0
25245	Mean L1 in uncinate fasciculus on FA skeleton (left)	0
25246	Mean L1 in tapetum on FA skeleton (right)	0
25247	Mean L1 in tapetum on FA skeleton (left)	0
25248	Mean L2 in middle cerebellar peduncle on FA skeleton	0
25249	Mean L2 in pontine crossing tract on FA skeleton	0
25250	Mean L2 in genu of corpus callosum on FA skeleton	0
25251	Mean L2 in body of corpus callosum on FA skeleton	0
25252	Mean L2 in splenium of corpus callosum on FA skeleton	0
25253	Mean L2 in fornix on FA skeleton	0
25254	Mean L2 in corticospinal tract on FA skeleton (right)	0
25255	Mean L2 in corticospinal tract on FA skeleton (left)	0
25256	Mean L2 in medial lemniscus on FA skeleton (right)	0
25257	Mean L2 in medial lemniscus on FA skeleton (left)	0
25258	Mean L2 in inferior cerebellar peduncle on FA skeleton (right)	0
25259	Mean L2 in inferior cerebellar peduncle on FA skeleton (left)	0
25260	Mean L2 in superior cerebellar peduncle on FA skeleton (right)	0
25261	Mean L2 in superior cerebellar peduncle on FA skeleton (left)	0
25262	Mean L2 in cerebral peduncle on FA skeleton (right)	0
25263	Mean L2 in cerebral peduncle on FA skeleton (left)	0
25264	Mean L2 in anterior limb of internal capsule on FA skeleton (right)	0
25265	Mean L2 in anterior limb of internal capsule on FA skeleton (left)	0
25266	Mean L2 in posterior limb of internal capsule on FA skeleton (right)	0
25267	Mean L2 in posterior limb of internal capsule on FA skeleton (left)	0
25268	Mean L2 in retrolenticular part of internal capsule on FA skeleton (right)	0
25269	Mean L2 in retrolenticular part of internal capsule on FA skeleton (left)	0
25270	Mean L2 in anterior corona radiata on FA skeleton (right)	0
25271	Mean L2 in anterior corona radiata on FA skeleton (left)	0
25272	Mean L2 in superior corona radiata on FA skeleton (right)	0
25273	Mean L2 in superior corona radiata on FA skeleton (left)	0
25274	Mean L2 in posterior corona radiata on FA skeleton (right)	0
25275	Mean L2 in posterior corona radiata on FA skeleton (left)	0
25276	Mean L2 in posterior thalamic radiation on FA skeleton (right)	0
25277	Mean L2 in posterior thalamic radiation on FA skeleton (left)	0
25278	Mean L2 in sagittal stratum on FA skeleton (right)	0
25279	Mean L2 in sagittal stratum on FA skeleton (left)	0
25280	Mean L2 in external capsule on FA skeleton (right)	0
25281	Mean L2 in external capsule on FA skeleton (left)	0
25282	Mean L2 in cingulum cingulate gyrus on FA skeleton (right)	0
25283	Mean L2 in cingulum cingulate gyrus on FA skeleton (left)	0
25284	Mean L2 in cingulum hippocampus on FA skeleton (right)	0
25285	Mean L2 in cingulum hippocampus on FA skeleton (left)	0
25286	Mean L2 in fornix cres+stria terminalis on FA skeleton (right)	0
25287	Mean L2 in fornix cres+stria terminalis on FA skeleton (left)	0
25288	Mean L2 in superior longitudinal fasciculus on FA skeleton (right)	0
25289	Mean L2 in superior longitudinal fasciculus on FA skeleton (left)	0
25290	Mean L2 in superior fronto-occipital fasciculus on FA skeleton (right)	0
25291	Mean L2 in superior fronto-occipital fasciculus on FA skeleton (left)	0
25292	Mean L2 in uncinate fasciculus on FA skeleton (right)	0
25293	Mean L2 in uncinate fasciculus on FA skeleton (left)	0
25294	Mean L2 in tapetum on FA skeleton (right)	0
25295	Mean L2 in tapetum on FA skeleton (left)	0
25296	Mean L3 in middle cerebellar peduncle on FA skeleton	0
25297	Mean L3 in pontine crossing tract on FA skeleton	0
25298	Mean L3 in genu of corpus callosum on FA skeleton	0
25299	Mean L3 in body of corpus callosum on FA skeleton	0
25300	Mean L3 in splenium of corpus callosum on FA skeleton	0
25301	Mean L3 in fornix on FA skeleton	0
25302	Mean L3 in corticospinal tract on FA skeleton (right)	0
25303	Mean L3 in corticospinal tract on FA skeleton (left)	0
25304	Mean L3 in medial lemniscus on FA skeleton (right)	0
25305	Mean L3 in medial lemniscus on FA skeleton (left)	0
25306	Mean L3 in inferior cerebellar peduncle on FA skeleton (right)	0
25307	Mean L3 in inferior cerebellar peduncle on FA skeleton (left)	0
25308	Mean L3 in superior cerebellar peduncle on FA skeleton (right)	0
25309	Mean L3 in superior cerebellar peduncle on FA skeleton (left)	0
25310	Mean L3 in cerebral peduncle on FA skeleton (right)	0
25311	Mean L3 in cerebral peduncle on FA skeleton (left)	0
25312	Mean L3 in anterior limb of internal capsule on FA skeleton (right)	0
25313	Mean L3 in anterior limb of internal capsule on FA skeleton (left)	0
25314	Mean L3 in posterior limb of internal capsule on FA skeleton (right)	0
25315	Mean L3 in posterior limb of internal capsule on FA skeleton (left)	0
25316	Mean L3 in retrolenticular part of internal capsule on FA skeleton (right)	0
25317	Mean L3 in retrolenticular part of internal capsule on FA skeleton (left)	0
25318	Mean L3 in anterior corona radiata on FA skeleton (right)	0
25319	Mean L3 in anterior corona radiata on FA skeleton (left)	0
25320	Mean L3 in superior corona radiata on FA skeleton (right)	0
25321	Mean L3 in superior corona radiata on FA skeleton (left)	0
25322	Mean L3 in posterior corona radiata on FA skeleton (right)	0
25323	Mean L3 in posterior corona radiata on FA skeleton (left)	0
25324	Mean L3 in posterior thalamic radiation on FA skeleton (right)	0
25325	Mean L3 in posterior thalamic radiation on FA skeleton (left)	0
25326	Mean L3 in sagittal stratum on FA skeleton (right)	0
25327	Mean L3 in sagittal stratum on FA skeleton (left)	0
25328	Mean L3 in external capsule on FA skeleton (right)	0
25329	Mean L3 in external capsule on FA skeleton (left)	0
25330	Mean L3 in cingulum cingulate gyrus on FA skeleton (right)	0
25331	Mean L3 in cingulum cingulate gyrus on FA skeleton (left)	0
25332	Mean L3 in cingulum hippocampus on FA skeleton (right)	0
25333	Mean L3 in cingulum hippocampus on FA skeleton (left)	0
25334	Mean L3 in fornix cres+stria terminalis on FA skeleton (right)	0
25335	Mean L3 in fornix cres+stria terminalis on FA skeleton (left)	0
25336	Mean L3 in superior longitudinal fasciculus on FA skeleton (right)	0
25337	Mean L3 in superior longitudinal fasciculus on FA skeleton (left)	0
25338	Mean L3 in superior fronto-occipital fasciculus on FA skeleton (right)	0
25339	Mean L3 in superior fronto-occipital fasciculus on FA skeleton (left)	0
25340	Mean L3 in uncinate fasciculus on FA skeleton (right)	0
25341	Mean L3 in uncinate fasciculus on FA skeleton (left)	0
25342	Mean L3 in tapetum on FA skeleton (right)	0
25343	Mean L3 in tapetum on FA skeleton (left)	0
25344	Mean ICVF in middle cerebellar peduncle on FA skeleton	0
25345	Mean ICVF in pontine crossing tract on FA skeleton	0
25346	Mean ICVF in genu of corpus callosum on FA skeleton	0
25347	Mean ICVF in body of corpus callosum on FA skeleton	0
25348	Mean ICVF in splenium of corpus callosum on FA skeleton	0
25349	Mean ICVF in fornix on FA skeleton	0
25350	Mean ICVF in corticospinal tract on FA skeleton (right)	0
25351	Mean ICVF in corticospinal tract on FA skeleton (left)	0
25352	Mean ICVF in medial lemniscus on FA skeleton (right)	0
25353	Mean ICVF in medial lemniscus on FA skeleton (left)	0
25354	Mean ICVF in inferior cerebellar peduncle on FA skeleton (right)	0
25355	Mean ICVF in inferior cerebellar peduncle on FA skeleton (left)	0
25356	Mean ICVF in superior cerebellar peduncle on FA skeleton (right)	0
25357	Mean ICVF in superior cerebellar peduncle on FA skeleton (left)	0
25358	Mean ICVF in cerebral peduncle on FA skeleton (right)	0
25359	Mean ICVF in cerebral peduncle on FA skeleton (left)	0
25360	Mean ICVF in anterior limb of internal capsule on FA skeleton (right)	0
25361	Mean ICVF in anterior limb of internal capsule on FA skeleton (left)	0
25362	Mean ICVF in posterior limb of internal capsule on FA skeleton (right)	0
25363	Mean ICVF in posterior limb of internal capsule on FA skeleton (left)	0
25364	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right)	0
25365	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left)	0
25366	Mean ICVF in anterior corona radiata on FA skeleton (right)	0
25367	Mean ICVF in anterior corona radiata on FA skeleton (left)	0
25368	Mean ICVF in superior corona radiata on FA skeleton (right)	0
25369	Mean ICVF in superior corona radiata on FA skeleton (left)	0
25370	Mean ICVF in posterior corona radiata on FA skeleton (right)	0
25371	Mean ICVF in posterior corona radiata on FA skeleton (left)	0
25372	Mean ICVF in posterior thalamic radiation on FA skeleton (right)	0
25373	Mean ICVF in posterior thalamic radiation on FA skeleton (left)	0
25374	Mean ICVF in sagittal stratum on FA skeleton (right)	0
25375	Mean ICVF in sagittal stratum on FA skeleton (left)	0
25376	Mean ICVF in external capsule on FA skeleton (right)	0
25377	Mean ICVF in external capsule on FA skeleton (left)	0
25378	Mean ICVF in cingulum cingulate gyrus on FA skeleton (right)	0
25379	Mean ICVF in cingulum cingulate gyrus on FA skeleton (left)	0
25380	Mean ICVF in cingulum hippocampus on FA skeleton (right)	0
25381	Mean ICVF in cingulum hippocampus on FA skeleton (left)	0
25382	Mean ICVF in fornix cres+stria terminalis on FA skeleton (right)	0
25383	Mean ICVF in fornix cres+stria terminalis on FA skeleton (left)	0
25384	Mean ICVF in superior longitudinal fasciculus on FA skeleton (right)	0
25385	Mean ICVF in superior longitudinal fasciculus on FA skeleton (left)	0
25386	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (right)	0
25387	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left)	0
25388	Mean ICVF in uncinate fasciculus on FA skeleton (right)	0
25389	Mean ICVF in uncinate fasciculus on FA skeleton (left)	0
25390	Mean ICVF in tapetum on FA skeleton (right)	0
25391	Mean ICVF in tapetum on FA skeleton (left)	0
25392	Mean OD in middle cerebellar peduncle on FA skeleton	0
25393	Mean OD in pontine crossing tract on FA skeleton	0
25394	Mean OD in genu of corpus callosum on FA skeleton	0
25395	Mean OD in body of corpus callosum on FA skeleton	0
25396	Mean OD in splenium of corpus callosum on FA skeleton	0
25397	Mean OD in fornix on FA skeleton	0
25398	Mean OD in corticospinal tract on FA skeleton (right)	0
25399	Mean OD in corticospinal tract on FA skeleton (left)	0
25400	Mean OD in medial lemniscus on FA skeleton (right)	0
25401	Mean OD in medial lemniscus on FA skeleton (left)	0
25402	Mean OD in inferior cerebellar peduncle on FA skeleton (right)	0
25403	Mean OD in inferior cerebellar peduncle on FA skeleton (left)	0
25404	Mean OD in superior cerebellar peduncle on FA skeleton (right)	0
25405	Mean OD in superior cerebellar peduncle on FA skeleton (left)	0
25406	Mean OD in cerebral peduncle on FA skeleton (right)	0
25407	Mean OD in cerebral peduncle on FA skeleton (left)	0
25408	Mean OD in anterior limb of internal capsule on FA skeleton (right)	0
25409	Mean OD in anterior limb of internal capsule on FA skeleton (left)	0
25410	Mean OD in posterior limb of internal capsule on FA skeleton (right)	0
25411	Mean OD in posterior limb of internal capsule on FA skeleton (left)	0
25412	Mean OD in retrolenticular part of internal capsule on FA skeleton (right)	0
25413	Mean OD in retrolenticular part of internal capsule on FA skeleton (left)	0
25414	Mean OD in anterior corona radiata on FA skeleton (right)	0
25415	Mean OD in anterior corona radiata on FA skeleton (left)	0
25416	Mean OD in superior corona radiata on FA skeleton (right)	0
25417	Mean OD in superior corona radiata on FA skeleton (left)	0
25418	Mean OD in posterior corona radiata on FA skeleton (right)	0
25419	Mean OD in posterior corona radiata on FA skeleton (left)	0
25420	Mean OD in posterior thalamic radiation on FA skeleton (right)	0
25421	Mean OD in posterior thalamic radiation on FA skeleton (left)	0
25422	Mean OD in sagittal stratum on FA skeleton (right)	0
25423	Mean OD in sagittal stratum on FA skeleton (left)	0
25424	Mean OD in external capsule on FA skeleton (right)	0
25425	Mean OD in external capsule on FA skeleton (left)	0
25426	Mean OD in cingulum cingulate gyrus on FA skeleton (right)	0
25427	Mean OD in cingulum cingulate gyrus on FA skeleton (left)	0
25428	Mean OD in cingulum hippocampus on FA skeleton (right)	0
25429	Mean OD in cingulum hippocampus on FA skeleton (left)	0
25430	Mean OD in fornix cres+stria terminalis on FA skeleton (right)	0
25431	Mean OD in fornix cres+stria terminalis on FA skeleton (left)	0
25432	Mean OD in superior longitudinal fasciculus on FA skeleton (right)	0
25433	Mean OD in superior longitudinal fasciculus on FA skeleton (left)	0
25434	Mean OD in superior fronto-occipital fasciculus on FA skeleton (right)	0
25435	Mean OD in superior fronto-occipital fasciculus on FA skeleton (left)	0
25436	Mean OD in uncinate fasciculus on FA skeleton (right)	0
25437	Mean OD in uncinate fasciculus on FA skeleton (left)	0
25438	Mean OD in tapetum on FA skeleton (right)	0
25439	Mean OD in tapetum on FA skeleton (left)	0
25440	Mean ISOVF in middle cerebellar peduncle on FA skeleton	0
25441	Mean ISOVF in pontine crossing tract on FA skeleton	0
25442	Mean ISOVF in genu of corpus callosum on FA skeleton	0
25443	Mean ISOVF in body of corpus callosum on FA skeleton	0
25444	Mean ISOVF in splenium of corpus callosum on FA skeleton	0
25445	Mean ISOVF in fornix on FA skeleton	0
25446	Mean ISOVF in corticospinal tract on FA skeleton (right)	0
25447	Mean ISOVF in corticospinal tract on FA skeleton (left)	0
25448	Mean ISOVF in medial lemniscus on FA skeleton (right)	0
25449	Mean ISOVF in medial lemniscus on FA skeleton (left)	0
25450	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right)	0
25451	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left)	0
25452	Mean ISOVF in superior cerebellar peduncle on FA skeleton (right)	0
25453	Mean ISOVF in superior cerebellar peduncle on FA skeleton (left)	0
25454	Mean ISOVF in cerebral peduncle on FA skeleton (right)	0
25455	Mean ISOVF in cerebral peduncle on FA skeleton (left)	0
25456	Mean ISOVF in anterior limb of internal capsule on FA skeleton (right)	0
25457	Mean ISOVF in anterior limb of internal capsule on FA skeleton (left)	0
25458	Mean ISOVF in posterior limb of internal capsule on FA skeleton (right)	0
25459	Mean ISOVF in posterior limb of internal capsule on FA skeleton (left)	0
25460	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right)	0
25461	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left)	0
25462	Mean ISOVF in anterior corona radiata on FA skeleton (right)	0
25463	Mean ISOVF in anterior corona radiata on FA skeleton (left)	0
25464	Mean ISOVF in superior corona radiata on FA skeleton (right)	0
25465	Mean ISOVF in superior corona radiata on FA skeleton (left)	0
25466	Mean ISOVF in posterior corona radiata on FA skeleton (right)	0
25467	Mean ISOVF in posterior corona radiata on FA skeleton (left)	0
25468	Mean ISOVF in posterior thalamic radiation on FA skeleton (right)	0
25469	Mean ISOVF in posterior thalamic radiation on FA skeleton (left)	0
25470	Mean ISOVF in sagittal stratum on FA skeleton (right)	0
25471	Mean ISOVF in sagittal stratum on FA skeleton (left)	0
25472	Mean ISOVF in external capsule on FA skeleton (right)	0
25473	Mean ISOVF in external capsule on FA skeleton (left)	0
25474	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right)	0
25475	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (left)	0
25476	Mean ISOVF in cingulum hippocampus on FA skeleton (right)	0
25477	Mean ISOVF in cingulum hippocampus on FA skeleton (left)	0
25478	Mean ISOVF in fornix cres+stria terminalis on FA skeleton (right)	0
25479	Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left)	0
25480	Mean ISOVF in superior longitudinal fasciculus on FA skeleton (right)	0
25481	Mean ISOVF in superior longitudinal fasciculus on FA skeleton (left)	0
25482	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right)	0
25483	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (left)	0
25484	Mean ISOVF in uncinate fasciculus on FA skeleton (right)	0
25485	Mean ISOVF in uncinate fasciculus on FA skeleton (left)	0
25486	Mean ISOVF in tapetum on FA skeleton (right)	0
25487	Mean ISOVF in tapetum on FA skeleton (left)	0
25488	Weighted-mean FA in tract acoustic radiation (left)	0
25489	Weighted-mean FA in tract acoustic radiation (right)	0
25490	Weighted-mean FA in tract anterior thalamic radiation (left)	0
25491	Weighted-mean FA in tract anterior thalamic radiation (right)	0
25492	Weighted-mean FA in tract cingulate gyrus part of cingulum (left)	0
25493	Weighted-mean FA in tract cingulate gyrus part of cingulum (right)	0
25494	Weighted-mean FA in tract parahippocampal part of cingulum (left)	0
25495	Weighted-mean FA in tract parahippocampal part of cingulum (right)	0
25496	Weighted-mean FA in tract corticospinal tract (left)	0
25497	Weighted-mean FA in tract corticospinal tract (right)	0
25498	Weighted-mean FA in tract forceps major	0
25499	Weighted-mean FA in tract forceps minor	0
25500	Weighted-mean FA in tract inferior fronto-occipital fasciculus (left)	0
25501	Weighted-mean FA in tract inferior fronto-occipital fasciculus (right)	0
25502	Weighted-mean FA in tract inferior longitudinal fasciculus (left)	0
25503	Weighted-mean FA in tract inferior longitudinal fasciculus (right)	0
25504	Weighted-mean FA in tract middle cerebellar peduncle	0
25505	Weighted-mean FA in tract medial lemniscus (left)	0
25506	Weighted-mean FA in tract medial lemniscus (right)	0
25507	Weighted-mean FA in tract posterior thalamic radiation (left)	0
25508	Weighted-mean FA in tract posterior thalamic radiation (right)	0
25509	Weighted-mean FA in tract superior longitudinal fasciculus (left)	0
25510	Weighted-mean FA in tract superior longitudinal fasciculus (right)	0
25511	Weighted-mean FA in tract superior thalamic radiation (left)	0
25512	Weighted-mean FA in tract superior thalamic radiation (right)	0
25513	Weighted-mean FA in tract uncinate fasciculus (left)	0
25514	Weighted-mean FA in tract uncinate fasciculus (right)	0
25515	Weighted-mean MD in tract acoustic radiation (left)	0
25516	Weighted-mean MD in tract acoustic radiation (right)	0
25517	Weighted-mean MD in tract anterior thalamic radiation (left)	0
25518	Weighted-mean MD in tract anterior thalamic radiation (right)	0
25519	Weighted-mean MD in tract cingulate gyrus part of cingulum (left)	0
25520	Weighted-mean MD in tract cingulate gyrus part of cingulum (right)	0
25521	Weighted-mean MD in tract parahippocampal part of cingulum (left)	0
25522	Weighted-mean MD in tract parahippocampal part of cingulum (right)	0
25523	Weighted-mean MD in tract corticospinal tract (left)	0
25524	Weighted-mean MD in tract corticospinal tract (right)	0
25525	Weighted-mean MD in tract forceps major	0
25526	Weighted-mean MD in tract forceps minor	0
25527	Weighted-mean MD in tract inferior fronto-occipital fasciculus (left)	0
25528	Weighted-mean MD in tract inferior fronto-occipital fasciculus (right)	0
25529	Weighted-mean MD in tract inferior longitudinal fasciculus (left)	0
25530	Weighted-mean MD in tract inferior longitudinal fasciculus (right)	0
25531	Weighted-mean MD in tract middle cerebellar peduncle	0
25532	Weighted-mean MD in tract medial lemniscus (left)	0
25533	Weighted-mean MD in tract medial lemniscus (right)	0
25534	Weighted-mean MD in tract posterior thalamic radiation (left)	0
25535	Weighted-mean MD in tract posterior thalamic radiation (right)	0
25536	Weighted-mean MD in tract superior longitudinal fasciculus (left)	0
25537	Weighted-mean MD in tract superior longitudinal fasciculus (right)	0
25538	Weighted-mean MD in tract superior thalamic radiation (left)	0
25539	Weighted-mean MD in tract superior thalamic radiation (right)	0
25540	Weighted-mean MD in tract uncinate fasciculus (left)	0
25541	Weighted-mean MD in tract uncinate fasciculus (right)	0
25542	Weighted-mean MO in tract acoustic radiation (left)	0
25543	Weighted-mean MO in tract acoustic radiation (right)	0
25544	Weighted-mean MO in tract anterior thalamic radiation (left)	0
25545	Weighted-mean MO in tract anterior thalamic radiation (right)	0
25546	Weighted-mean MO in tract cingulate gyrus part of cingulum (left)	0
25547	Weighted-mean MO in tract cingulate gyrus part of cingulum (right)	0
25548	Weighted-mean MO in tract parahippocampal part of cingulum (left)	0
25549	Weighted-mean MO in tract parahippocampal part of cingulum (right)	0
25550	Weighted-mean MO in tract corticospinal tract (left)	0
25551	Weighted-mean MO in tract corticospinal tract (right)	0
25552	Weighted-mean MO in tract forceps major	0
25553	Weighted-mean MO in tract forceps minor	0
25554	Weighted-mean MO in tract inferior fronto-occipital fasciculus (left)	0
25555	Weighted-mean MO in tract inferior fronto-occipital fasciculus (right)	0
25556	Weighted-mean MO in tract inferior longitudinal fasciculus (left)	0
25557	Weighted-mean MO in tract inferior longitudinal fasciculus (right)	0
25558	Weighted-mean MO in tract middle cerebellar peduncle	0
25559	Weighted-mean MO in tract medial lemniscus (left)	0
25560	Weighted-mean MO in tract medial lemniscus (right)	0
25561	Weighted-mean MO in tract posterior thalamic radiation (left)	0
25562	Weighted-mean MO in tract posterior thalamic radiation (right)	0
25563	Weighted-mean MO in tract superior longitudinal fasciculus (left)	0
25564	Weighted-mean MO in tract superior longitudinal fasciculus (right)	0
25565	Weighted-mean MO in tract superior thalamic radiation (left)	0
25566	Weighted-mean MO in tract superior thalamic radiation (right)	0
25567	Weighted-mean MO in tract uncinate fasciculus (left)	0
25568	Weighted-mean MO in tract uncinate fasciculus (right)	0
25569	Weighted-mean L1 in tract acoustic radiation (left)	0
25570	Weighted-mean L1 in tract acoustic radiation (right)	0
25571	Weighted-mean L1 in tract anterior thalamic radiation (left)	0
25572	Weighted-mean L1 in tract anterior thalamic radiation (right)	0
25573	Weighted-mean L1 in tract cingulate gyrus part of cingulum (left)	0
25574	Weighted-mean L1 in tract cingulate gyrus part of cingulum (right)	0
25575	Weighted-mean L1 in tract parahippocampal part of cingulum (left)	0
25576	Weighted-mean L1 in tract parahippocampal part of cingulum (right)	0
25577	Weighted-mean L1 in tract corticospinal tract (left)	0
25578	Weighted-mean L1 in tract corticospinal tract (right)	0
25579	Weighted-mean L1 in tract forceps major	0
25580	Weighted-mean L1 in tract forceps minor	0
25581	Weighted-mean L1 in tract inferior fronto-occipital fasciculus (left)	0
25582	Weighted-mean L1 in tract inferior fronto-occipital fasciculus (right)	0
25583	Weighted-mean L1 in tract inferior longitudinal fasciculus (left)	0
25584	Weighted-mean L1 in tract inferior longitudinal fasciculus (right)	0
25585	Weighted-mean L1 in tract middle cerebellar peduncle	0
25586	Weighted-mean L1 in tract medial lemniscus (left)	0
25587	Weighted-mean L1 in tract medial lemniscus (right)	0
25588	Weighted-mean L1 in tract posterior thalamic radiation (left)	0
25589	Weighted-mean L1 in tract posterior thalamic radiation (right)	0
25590	Weighted-mean L1 in tract superior longitudinal fasciculus (left)	0
25591	Weighted-mean L1 in tract superior longitudinal fasciculus (right)	0
25592	Weighted-mean L1 in tract superior thalamic radiation (left)	0
25593	Weighted-mean L1 in tract superior thalamic radiation (right)	0
25594	Weighted-mean L1 in tract uncinate fasciculus (left)	0
25595	Weighted-mean L1 in tract uncinate fasciculus (right)	0
25596	Weighted-mean L2 in tract acoustic radiation (left)	0
25597	Weighted-mean L2 in tract acoustic radiation (right)	0
25598	Weighted-mean L2 in tract anterior thalamic radiation (left)	0
25599	Weighted-mean L2 in tract anterior thalamic radiation (right)	0
25600	Weighted-mean L2 in tract cingulate gyrus part of cingulum (left)	0
25601	Weighted-mean L2 in tract cingulate gyrus part of cingulum (right)	0
25602	Weighted-mean L2 in tract parahippocampal part of cingulum (left)	0
25603	Weighted-mean L2 in tract parahippocampal part of cingulum (right)	0
25604	Weighted-mean L2 in tract corticospinal tract (left)	0
25605	Weighted-mean L2 in tract corticospinal tract (right)	0
25606	Weighted-mean L2 in tract forceps major	0
25607	Weighted-mean L2 in tract forceps minor	0
25608	Weighted-mean L2 in tract inferior fronto-occipital fasciculus (left)	0
25609	Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right)	0
25610	Weighted-mean L2 in tract inferior longitudinal fasciculus (left)	0
25611	Weighted-mean L2 in tract inferior longitudinal fasciculus (right)	0
25612	Weighted-mean L2 in tract middle cerebellar peduncle	0
25613	Weighted-mean L2 in tract medial lemniscus (left)	0
25614	Weighted-mean L2 in tract medial lemniscus (right)	0
25615	Weighted-mean L2 in tract posterior thalamic radiation (left)	0
25616	Weighted-mean L2 in tract posterior thalamic radiation (right)	0
25617	Weighted-mean L2 in tract superior longitudinal fasciculus (left)	0
25618	Weighted-mean L2 in tract superior longitudinal fasciculus (right)	0
