encoding_id	title	availability	coded_as	structure	num_members	descript
1834	TRUD mapping of Read2 into 3-character ICD10	0	41	1	22340	TRUD mapping of Read2 into 3-character ICD10<p>ICD-10 codes, terms and text used by permission of WHO, from: International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10). Vols 1-3. Geneva, World Health Organization, 1992-2016.<p>Contains information from NHS Digital, licenced under the current version of the Open Government Licence available at www.nationalarchives.gov.uk/doc/open-government-licence/open-government-licence.htm.
1835	TRUD mapping of Read3 into 3-character ICD10	0	41	1	33284	TRUD mapping of Read3 into 3-character ICD10<p>ICD-10 codes, terms and text used by permission of WHO, from: International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10). Vols 1-3. Geneva, World Health Organization, 1992-2016.<p>Contains information from NHS Digital, licenced under the current version of the Open Government Licence available at www.nationalarchives.gov.uk/doc/open-government-licence/open-government-licence.htm.
1836	Partial mapping of ICD9 to ICD10 at 3-character level	0	41	1	2875	This encoding maps ICD9 (~C87~) codes onto the 3-character level of the ICD10 (~C19~) codes. It is not intended to be exhaustive and cases where the mapping is ambiguous have been omitted.<p>ICD-10 codes, terms and text used by permission of WHO, from: International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10). Vols 1-3. Geneva, World Health Organization, 1992-2016.
1853	COVID19 test locations	0	11	1	52	Locations/methods used to generate samples for COVID19 testing.
1854	Test result	0	11	1	2	Result of a binary test
1855	Origin of test sample	0	11	1	2	Indicates where a participant was believed to be (or be doing) when their sample was taken.
1856	COVID19 testing laboratories	0	11	1	228	Laboratories performing tests for COVID19
1862	Diagnosis route	0	11	1	6	Method of diagnosis
1965	Lost to follow-up	0	11	1	5	This field indicates the participants for whom it is believed to be impossible to fully complete data collection and the reason for this belief.
1970	Record providence	0	41	1	6	Indicates the provider/origin of Hes data records.
1990	Trail completion	0	11	1	1	Indicates that a participant did not complete a trail challenge.
2171	Source(s) of first reports of health outcomes	0	11	1	8	Data source(s) of each code mapped to 3-character ICD10
2226	LIMS data transfer route	0	11	1	3	This identifies the route whereby data from laboratory analysers reached the central UK Biobank LIMS (laboratory information management system) database. It's relevance is that it affects the interpretation of the time that an item of data was acquired, since the timestamp reflects the time that the data reached the LIMS system rather than when the actual measurement was done.
2301	Spectrometer ID	0	11	1	6	This is an arbitrary encoding to all samples analysed on the same spectrometer to be identified.
2302	QC flags	0	11	1	2	QC flags for Nightingale data
2310	QC flags (nightingale)	0	11	1	10	Nightingale QC flags
2360	EMIS clinical value coding	0	31	1	6	Special codes used to redact values associated with EMIS GP clinical codes.<p>Please note that floating-point format appears as scientific notation in the Showcase and obscures small differences between the individual codes. These differences are visible when the encoding is downloaded.
2380	Sequencing provider	0	11	1	4	Sequencing provider for WGS project.
2382	WGS Batch	0	11	1	20	Batch number for WGS sample processing
2730	Onset speed	0	11	1	4	Speed of onset
3002	Headache pain frequency	0	11	1	5	Frequency of pain when headaches were at their worst with option of prefer not to answer
3003	Symptoms severity	0	11	1	5	Severity of symptoms over past week with option of prefer not to answer
3004	Mobility problem severity	0	11	1	5	Severity of problems with walking
3005	Anxiety severity	0	11	1	5	Severity of anxiety for describing health today
3006	Depression frequency	0	11	1	5	Frequency of current depression symptoms with option of prefer not to answer
3008	Location of pain that bothers most	0	11	1	14	Location of pain that bothers most in last three months with option of prefer not to answer
3012	Level of difficulty experienced with tasks	0	11	1	5	Level of difficulty experienced with tasks with option of prefer not to answer
3013	Length of time suffering with pain	0	11	1	5	Length of time suffering with pain or discomfort with options of do not know or prefer not to answer
3014	Scale of pain over last 24 hours	0	11	1	4	Scale of pain over last 24 hours with options of do not know and prefer not to answer
3015	Level of pain relief provided by treatments or medications	0	11	1	13	Percentage of pain relief received from treatments or medications with option of prefer not to answer
3017	DNK/PNA	0	11	1	2	Do not know or prefer not to answer
3018	Length of time since headaches began or ended	0	11	1	3	Length of time since headaches began or ended with option of prefer not to answer
3019	Self-care problem severity	0	11	1	5	Severity of problems with self-care today
3020	Usual activities problem severity	0	11	1	5	Severity of problems with usual activities today
3021	Pain severity	0	11	1	5	Severity of pain or discomfort today
3022	Location of pain during past week	0	11	1	21	Location of pain or terderness during past week with option of prefer not to answer
3175	GP code type	0	11	1	11	Coding system used to classify GP clinical and prescription data
3311	Requesting organisation	0	11	1	17	Organisations responsible for requesting blood tests.
3432	UKB laboratory analysers	0	41	1	4	Analyser machines used at the UK Biobank laboratories.
3500	Welsh COVID19 testing laboratories	0	11	1	19	Welsh laboratories performing tests for COVID19
3501	Welsh COVID19 patient types	0	11	1	21	Descriptions of patient types for Welsh COVID19 testing
3502	Welsh COVID19 person types	0	11	1	102	Description of person tested for COVID19 (e.g. essential worker, inpatient, healthcare worker, education worker). Also provides additional information on whether the individual was asymptomatic or immunocompromised
3503	Welsh COVID19 test locations	0	11	1	11	Locations/methods used to generate samples for Welsh COVID19 testing
3504	Scottish COVID19 testing laboratories	0	41	1	18	Scottish laboratories performing tests for COVID19
3505	Scottish COVID19 medical facility types	0	11	1	9	Types of Scottish medical facilities performing tests for COVID19
3506	Scottish COVID19 medical facilities	0	41	1	291	Names of Scottish medical facilities performing tests for COVID19
3510	QC flag	0	11	1	10	QC flag for Nightgale data
4214	dm+d special codes	0	41	1	2	Special values used to recode missing dm+d codes
4917	Reportability	0	11	1	5	Reportability of assay results
4982	Block count exception	0	11	1	1	Used to indicate cases where block count is not known.
5001	Answer to FI1	0	11	1	5	List of possible answers to online fluid intelligence question FI1.
5002	Answers to FI2	0	11	1	5	List of possible answers to online fluid intelligence question FI2.
5003	Answers to FI3	0	11	1	5	List of possible answers to online fluid intelligence question FI3.
5004	Answers to FI4	0	11	1	5	List of possible answers to online fluid intelligence question FI4.
5005	Answers to FI5	0	11	1	5	List of possible answers to online fluid intelligence question FI5.
5006	Answers to FI6	0	11	1	5	List of possible answers to online fluid intelligence question FI6.
5007	Answers to FI7	0	11	1	5	List of possible answers to online fluid intelligence question FI7.
5008	Answers to FI8	0	11	1	5	List of possible answers to online fluid intelligence question FI8.
5009	Answers to FI9	0	11	1	5	List of possible answers to online fluid intelligence question FI9.
5010	Answers to FI10	0	11	1	5	List of possible answers to online fluid intelligence question FI10.
5011	Answers to FI11	0	11	1	5	List of possible answers to online fluid intelligence question FI11.
5012	Answers to FI12	0	11	1	5	List of possible answers to online fluid intelligence question FI12.
5013	Answers to FI13	0	11	1	5	List of possible answers to online fluid intelligence question FI13.
5014	Answers to FI14	0	11	1	5	List of possible answers to online fluid intelligence question FI14.
5159	Mood scale	0	11	1	5	Scale of answers to mood questions.
5160	Input device/method	0	11	1	5	Method of data input used by participant
5178	Pointing method	0	11	1	5	Method used by participants to point-to/select/click a control on a screen.
5702	TPP GP clinical value coding	0	31	1	5	Special codes used to redact values associated with sensitive TPP GP clinical codes.
6312	Tower responses	0	11	1	6	Responses were integers in the range 1-6.
6314	Word/picture groups	0	11	1	340	Relates indices of word/picture groups to the actual words displayed
6315	Position of picture on screen	0	11	1	4	Index relating each picture to their position on screen
6332	Pattern selection	0	11	1	8	This coding indicates the candidated pattern selected from a grid of options. The 0 value is a the top-left.
6361	Symbol digit failure	0	11	1	1	This indicates that a participant did not make any correct matches, either due to entering only incorrect matches or abandoning before making a correct match.
6448	Paired associates for "huge"	0	11	1	5	Paired associates for "huge"
6451	Laboratory performing COVID analysis	0	11	1	2	Identifies the laboratory performing the COVID19 assay.
6459	Paired associates for "happy"	0	11	1	5	Paired associates for "happy"
6470	Paired associates for "tattered"	0	11	1	5	Paired associates for "tattered"
6481	Paired associates for "old"	0	11	1	5	Paired associates for "old"
6492	Paired associates for "long"	0	11	1	5	Paired associates for "long"
6503	Paired associates for "red"	0	11	1	5	Paired associates for "red"
6514	Paired associates for "sulking"	0	11	1	5	Paired associates for "sulking"
6525	Paired associates for "pretty"	0	11	1	5	Paired associates for "pretty"
6536	Paired associates for "tiny"	0	11	1	5	Paired associates for "tiny"
6547	Paired associates for "new"	0	11	1	5	Paired associates for "new"
7001	Critical care unit function	0	11	1	13	Critical care unit function
7002	Critical care unit bed configuration	0	11	1	4	Critical care unit bed configuration
7003	Critical care adult admission type	0	11	1	6	Critical care adult admission type
7004	Critical care adult admission source	0	11	1	5	Critical care adult admission source
7005	Critical care source location	0	11	1	11	Critical care source location
7006	Critical care days	0	11	1	2	Critical care days
7009	Critical care discharge status	0	11	1	11	Critical care discharge status
7010	Critical care discharge destination	0	11	1	6	Critical care discharge destination
7011	Critical care discharge destination location	0	11	1	9	Critical care discharge destination location
7012	Critical care APC relationship	0	11	1	14	Critical care APC relationship
7128	CTV3 clinical codes	0	41	1	332115	CTV3 clinical codes and redaction values, for use in TPP GP clinical data (COVID-19 research only; please see ~R3151~). Redacted sensitive/potentially identifying codes are represented by negative values. CTV3 codes are also employed in general-use GP clinical data (~F42040~). Please see the resources in ~L3000~ for more information and code lookups.
7310	Initial infection	0	11	1	7	Infections diagnosed alongside IBS
7618	Antigen QC	0	11	1	2	Description of antigen quality control observation.
7667	Signal to noise ratio exclusion	0	31	1	1	Used to flag the value -99999 as not a valid result
7678	EMIS local script codes	0	41	1	7234	Local codes created by EMIS for use in GP prescription data. Codes that have been redacted are represented by negative values.
7689	EMIS local clinical codes	0	41	1	20573	Local codes created by EMIS for use in GP clinical data. Codes that have been redacted are represented by negative values.
8708	TPP local codes	0	41	1	6038	Codes created by TPP for use in GP clinical data. Redacted sensitive/potentially identifying codes are represented by negative values.
9564	Method of returning results to UK Biobank	0	11	1	3	Identifies the method that participants used to return their test result to UK Biobank.
22000	Genotyping array	0	11	2	108	This encoding categorises the particular types of arrays used to measure genotypes in UK Biobank participants.
100001	WEBDIET-coding100000001	0	11	1	3	Coding for online diet questionnaire
100002	WEBDIET-coding100000002	0	11	1	5	Coding for online diet questionnaire
100003	WEBDIET-coding100000003	0	11	1	4	Coding for online diet questionnaire
100004	WEBDIET-coding100000004	0	11	1	5	Coding for online diet questionnaire
100005	WEBDIET-coding100000005	0	11	1	7	Coding for online diet questionnaire
100006	WEBDIET-coding100000006	0	11	1	7	Coding for online diet questionnaire
100007	WEBDIET-coding100000007	0	11	1	6	Coding for online diet questionnaire
100008	WEBDIET-coding100000008	0	11	1	5	Coding for online diet questionnaire
100009	WEBDIET-coding100000009	0	11	1	2	Coding for online diet questionnaire
100010	WEBDIET-coding100000010	0	11	1	2	Coding for online diet questionnaire
100011	WEBDIET-coding100000011	0	11	1	8	Coding for online diet questionnaire
100012	WEBDIET-coding100000012	0	11	1	8	Coding for online diet questionnaire
100013	WEBDIET-coding100000013	0	11	1	2	Coding for online diet questionnaire
100014	WEBDIET-coding100000014	0	11	1	3	Coding for online diet questionnaire
100015	WEBDIET-coding100000015	0	11	1	12	Coding for online diet questionnaire
100016	WEBDIET-coding100000016	0	11	1	6	Coding for online diet questionnaire
100017	WEBDIET-coding100000017	0	11	1	5	Coding for online diet questionnaire
100256	Tfm_ex_ecg::opt_ecg_meth	0	11	1	4	Tfm_ex_ecg::opt_ecg_meth
100257	Tfm_ex_ecg::opt_ecg_complete	0	11	1	5	Tfm_ex_ecg::opt_ecg_complete
100258	Tfm_i_birth::opt_bunit	0	11	1	3	Tfm_i_birth::opt_bunit
100259	Tfm_i_bp::opt_bmeth	0	11	1	5	Tfm_i_bp::opt_bmeth
100260	Tfm_m_bones::opt_bmeth	0	11	1	5	Tfm_m_bones::opt_bmeth
100261	Tfm_m_imped::opt_wmeth	0	11	1	5	Tfm_m_imped::opt_wmeth
100262	Tfm_m_manual::opt_hbox	0	11	1	3	Tfm_m_manual::opt_hbox
100263	Tfm_m_stiff::opt_stiff_meth	0	11	1	4	Tfm_m_stiff::opt_stiff_meth
100264	Yes or No	0	11	1	2	STD_CTRL::rg_opt_yesno
100267	Yes No or Unsure	0	11	1	3	STD_CTRL::rg_opt_ynx
100269	Tfm_s_safe::opt_sp_whynot	0	11	1	7	Tfm_s_safe::opt_sp_whynot
100270	Tfm_s_spiro::opt_smeth/main	0	11	1	5	Tfm_s_spiro::opt_smeth/main
100271	Tfm_u_eyes::opt_sur_any	0	11	1	4	Tfm_u_eyes::opt_sur_any
100272	Tfm_u_eyes::opt_sur_side	0	11	1	5	Tfm_u_eyes::opt_sur_side
100273	Tfm_u_eyes::opt_eye_miss	0	11	1	4	Tfm_u_eyes::opt_eye_miss
100274	U_OPTION::opt_meth	0	11	1	3	U_OPTION::opt_meth
100275	U_OPTION::opt_va_whynot	0	11	1	5	U_OPTION::opt_va_whynot
100279	Tfm_i_parent::opt_month	0	11	1	13	Tfm_i_parent::opt_month
100280	Tfm_i_psy::opt_words	0	11	1	3	Tfm_i_psy::opt_words
100281	Tfm_i_psy::opt_whynot	0	11	1	3	Tfm_i_psy::opt_whynot
100282	Tfm_s_spiro::opt_smeth/pilot	0	11	1	3	Tfm_s_spiro::opt_smeth/pilot
100286	g22.i.answer.a.D4.ans	0	11	1	7	g22.i.answer.a.D4.ans
100287	g22.i.answer.a.D5.ans	0	11	1	8	g22.i.answer.a.D5.ans
100288	g22.i.answer.a.D5A.ans/main	0	11	1	6	g22.i.answer.a.D5A.ans/main
100289	g22.i.answer.a.D5A1.ans	0	11	1	9	g22.i.answer.a.D5A1.ans
100290	g22.i.answer.a.D5B.ans	0	11	1	3	g22.i.answer.a.D5B.ans
100291	g22.i.answer.a.D7.ans	0	11	1	2	g22.i.answer.a.D7.ans
100292	g22.i.answer.a.D7A.ans	0	11	1	9	g22.i.answer.a.D7A.ans
100293	g22.i.answer.a.D8.ans	0	11	1	7	g22.i.answer.a.D8.ans
100294	g22.i.answer.a.D10.ans/main	0	11	1	7	g22.i.answer.a.D10.ans/main
100295	g22.i.answer.a.D9.ans	0	11	1	9	g22.i.answer.a.D9.ans
100298	g22.i.answer.a.D9G.ans	0	11	1	3	g22.i.answer.a.D9G.ans
100299	g22.i.answer.a.D9E.ans	0	11	1	6	g22.i.answer.a.D9E.ans
100300	g22.i.answer.a.D9F.ans	0	11	1	3	g22.i.answer.a.D9F.ans
100301	g22.i.answer.a.D9B.ans	0	11	1	6	g22.i.answer.a.D9B.ans
100305	g22.i.answer.a.D12.ans/main	0	11	1	8	g22.i.answer.a.D12.ans/main
100306	g22.i.answer.a.D11.ans	0	11	1	3	g22.i.answer.a.D11.ans
100307	g22.i.answer.a.WP1.ans	0	11	1	3	g22.i.answer.a.WP1.ans
100313	g22.i.answer.a.WP4.ans	0	11	1	5	g22.i.answer.a.WP4.ans
100314	g22.i.answer.a.WP4A.ans	0	11	1	8	g22.i.answer.a.WP4A.ans
100316	g22.i.answer.a.WP4B1.ans	0	11	1	7	g22.i.answer.a.WP4B1.ans
100317	g22.i.answer.a.WP4C1.ans	0	11	1	8	g22.i.answer.a.WP4C1.ans
100318	g22.i.answer.a.WP4E1.ans	0	11	1	9	g22.i.answer.a.WP4E1.ans
100327	g22.i.answer.a.WP11.ans/main	0	11	1	9	g22.i.answer.a.WP11.ans/main
100328	g22.i.answer.a.WP12.ans	0	11	1	7	g22.i.answer.a.WP12.ans
100329	g22.i.answer.a.WP12A.ans	0	11	1	3	g22.i.answer.a.WP12A.ans
100334	g22.i.answer.a.WP8.ans	0	11	1	7	g22.i.answer.a.WP8.ans
100335	g22.i.answer.a.MB1.ans	0	11	1	7	g22.i.answer.a.MB1.ans
100336	g22.i.answer.a.MB2.ans/main	0	11	1	8	g22.i.answer.a.MB2.ans/main
100337	g22.i.answer.a.MB2A.ans	0	11	1	7	g22.i.answer.a.MB2A.ans
100338	g22.i.answer.a.MB3.ans/main	0	11	1	6	g22.i.answer.a.MB3.ans/main
100339	g22.i.answer.a.MB3A.ans	0	11	1	5	g22.i.answer.a.MB3A.ans
100341	g22.i.answer.a.SL1AA.ans	0	11	1	6	g22.i.answer.a.SL1AA.ans
100342	g22.i.answer.a.SL1AB.ans	0	11	1	6	g22.i.answer.a.SL1AB.ans
100343	g22.i.answer.a.SL1A.ans	0	11	1	4	g22.i.answer.a.SL1A.ans
100345	g22.i.answer.a.SL3.ans	0	11	1	4	g22.i.answer.a.SL3.ans
100346	g22.i.answer.a.SL4.ans/main	0	11	1	6	g22.i.answer.a.SL4.ans/main
100347	g22.i.answer.a.S1.ans	0	11	1	4	g22.i.answer.a.S1.ans
100348	g22.i.answer.a.S2.ans	0	11	1	5	g22.i.answer.a.S2.ans
100349	g22.i.answer.a.S2A.ans/main	0	11	1	4	g22.i.answer.a.S2A.ans/main
100351	g22.i.answer.a.S4.ans	0	11	1	5	g22.i.answer.a.S4.ans
100352	g22.i.answer.a.S4AA.ans	0	11	1	3	g22.i.answer.a.S4AA.ans
100353	g22.i.answer.a.S4AB.ans	0	11	1	2	g22.i.answer.a.S4AB.ans
100355	g22.i.answer.a.S4A.ans	0	11	1	3	g22.i.answer.a.S4A.ans
100356	g22.i.answer.a.S4B.ans	0	11	1	7	g22.i.answer.a.S4B.ans
100357	g22.i.answer.a.S4C.ans	0	11	1	5	g22.i.answer.a.S4C.ans
100358	g22.i.answer.a.S5.ans	0	11	1	4	g22.i.answer.a.S5.ans
100359	g22.i.answer.a.S5AA.ans	0	11	1	5	g22.i.answer.a.S5AA.ans
100360	g22.i.answer.a.S5A.ans	0	11	1	4	g22.i.answer.a.S5A.ans
100361	g22.i.answer.a.S5B.ans	0	11	1	7	g22.i.answer.a.S5B.ans
100369	g22.i.answer.a.S10B.ans	0	11	1	6	g22.i.answer.a.S10B.ans
100370	g22.i.answer.a.S11.ans	0	11	1	4	g22.i.answer.a.S11.ans
100373	g22.i.answer.a.DT1.ans	0	11	1	3	g22.i.answer.a.DT1.ans
100377	g22.i.answer.a.DT4.ans	0	11	1	8	g22.i.answer.a.DT4.ans
100385	g22.i.answer.a.DT8B.ans/main	0	11	1	6	g22.i.answer.a.DT8B.ans/main
100387	g22.i.answer.a.DT10.ans	0	11	1	8	g22.i.answer.a.DT10.ans
100388	g22.i.answer.a.DT10A.ans/main	0	11	1	6	g22.i.answer.a.DT10A.ans/main
100389	g22.i.answer.a.DT10AA.ans	0	11	1	9	g22.i.answer.a.DT10AA.ans
100391	g22.i.answer.a.DT11.ans/main	0	11	1	6	g22.i.answer.a.DT11.ans/main
100393	g22.i.answer.a.DT11A.ans	0	11	1	7	g22.i.answer.a.DT11A.ans
100394	g22.i.answer.a.DT11B.ans	0	11	1	5	g22.i.answer.a.DT11B.ans
100397	g22.i.answer.a.DT13AA.ans	0	11	1	6	g22.i.answer.a.DT13AA.ans
100398	g22.i.answer.a.DT13A.ans	0	11	1	5	g22.i.answer.a.DT13A.ans
100400	g22.i.answer.a.DT15.ans	0	11	1	4	g22.i.answer.a.DT15.ans
100401	g22.i.answer.a.DT16.ans/main	0	11	1	5	g22.i.answer.a.DT16.ans/main
100402	g22.i.answer.a.A1.ans	0	11	1	7	g22.i.answer.a.A1.ans
100416	g22.i.answer.a.A5.ans	0	11	1	5	g22.i.answer.a.A5.ans
100417	g22.i.answer.a.A6.ans	0	11	1	5	g22.i.answer.a.A6.ans
100418	g22.i.answer.a.A7.ans/main	0	11	1	7	g22.i.answer.a.A7.ans/main
100420	g22.i.answer.a.D2.ans	0	11	1	8	g22.i.answer.a.D2.ans
100422	g22.i.answer.a.YE1.ans	0	11	1	8	g22.i.answer.a.YE1.ans
100423	g22.i.answer.a.YE1A.ans	0	11	1	4	g22.i.answer.a.YE1A.ans
100424	g22.i.answer.a.YE1B.ans	0	11	1	5	g22.i.answer.a.YE1B.ans
100425	g22.i.answer.a.YE1C.ans	0	11	1	5	g22.i.answer.a.YE1C.ans
100426	g22.i.answer.a.YE1D.ans	0	11	1	4	g22.i.answer.a.YE1D.ans
100428	g22.i.answer.a.Y4.ans	0	11	1	5	g22.i.answer.a.Y4.ans
100429	g22.i.answer.a.Y5.ans	0	11	1	5	g22.i.answer.a.Y5.ans
100430	g22.i.answer.a.Y6.ans	0	11	1	4	g22.i.answer.a.Y6.ans
100431	g22.i.answer.a.Y6A.ans	0	11	1	8	g22.i.answer.a.Y6A.ans
100432	g22.i.answer.a.Y6AA.ans	0	11	1	6	g22.i.answer.a.Y6AA.ans
100434	g22.i.answer.a.Y6B.ans	0	11	1	8	g22.i.answer.a.Y6B.ans
100435	g22.i.answer.a.Y6C.ans	0	11	1	5	g22.i.answer.a.Y6C.ans
100443	g22.i.answer.a.Y13D.ans/main	0	11	1	9	g22.i.answer.a.Y13D.ans/main
100445	g22.i.answer.a.Y13E.ans	0	11	1	8	g22.i.answer.a.Y13E.ans
100453	g22.i.answer.a.Y16E.ans	0	11	1	8	g22.i.answer.a.Y16E.ans
100461	g22.i.answer.a.Y20.ans	0	11	1	9	g22.i.answer.a.Y20.ans
100478	g22.i.answer.a.P31.ans	0	11	1	8	g22.i.answer.a.P31.ans
100479	g22.i.answer.a.P31A.ans	0	11	1	9	g22.i.answer.a.P31A.ans
100484	g22.i.answer.a.P1.ans	0	11	1	6	g22.i.answer.a.P1.ans
100498	g22.i.answer.a.P8A.ans	0	11	1	6	g22.i.answer.a.P8A.ans
100499	g22.i.answer.a.P8B.ans	0	11	1	5	g22.i.answer.a.P8B.ans
100500	g22.i.answer.a.P8C.ans	0	11	1	4	g22.i.answer.a.P8C.ans
100501	g22.i.answer.a.E1.ans	0	11	1	8	g22.i.answer.a.E1.ans
100502	g22.i.answer.a.E2.ans/main	0	11	1	8	g22.i.answer.a.E2.ans/main
100503	g22.i.answer.a.INTRO7.ans	0	11	1	2	g22.i.answer.a.INTRO7.ans
100504	g22.i.answer.a.SE1.ans	0	11	1	3	g22.i.answer.a.SE1.ans
100508	g22.i.answer.a.H3.ans	0	11	1	6	g22.i.answer.a.H3.ans
100510	g22.i.answer.a.H4A.ans	0	11	1	6	g22.i.answer.a.H4A.ans
100511	g22.i.answer.a.H4B.ans	0	11	1	6	g22.i.answer.a.H4B.ans
100514	g22.i.answer.a.H5AB.ans	0	11	1	9	g22.i.answer.a.H5AB.ans
100515	g22.i.answer.a.H5AB1.ans	0	11	1	3	g22.i.answer.a.H5AB1.ans
100523	g22.i.answer.a.H5C.ans	0	11	1	9	g22.i.answer.a.H5C.ans
100536	g22.i.answer.a.Y6AB.ans	0	11	1	7	g22.i.answer.a.Y6AB.ans
100537	g22.i.answer.a.Y6AC.ans	0	11	1	3	g22.i.answer.a.Y6AC.ans
100538	g22.i.answer.a.H7C.ans	0	11	1	8	g22.i.answer.a.H7C.ans
100539	g22.i.answer.a.H8.ans	0	11	1	4	g22.i.answer.a.H8.ans
100540	g22.i.answer.a.H9.ans	0	11	1	5	g22.i.answer.a.H9.ans
100549	g22.i.answer.a.SY4F.ans	0	11	1	5	g22.i.answer.a.SY4F.ans
100550	g22.i.answer.a.SY4G.ans	0	11	1	4	g22.i.answer.a.SY4G.ans
100552	g22.i.answer.a.SY4I.ans	0	11	1	6	g22.i.answer.a.SY4I.ans
100553	g22.i.answer.a.SY5.ans	0	11	1	10	g22.i.answer.a.SY5.ans
100563	g22.i.answer.a.SY1A.ans	0	11	1	4	g22.i.answer.a.SY1A.ans
100564	g22.i.answer.a.SY1B.ans	0	11	1	4	g22.i.answer.a.SY1B.ans
100567	g22.i.answer.a.H10A.ans	0	11	1	3	g22.i.answer.a.H10A.ans
100569	g22.i.answer.a.MH3.ans	0	11	1	3	g22.i.answer.a.MH3.ans
100570	g22.i.answer.a.MH4.ans	0	11	1	5	g22.i.answer.a.MH4.ans
100572	g22.i.answer.a.MH6.ans	0	11	1	6	g22.i.answer.a.MH6.ans
100579	g22.i.answer.a.FH2.ans	0	11	1	5	g22.i.answer.a.FH2.ans
100582	g22.i.answer.a.FH2C.ans	0	11	1	3	g22.i.answer.a.FH2C.ans
100584	g22.i.answer.a.FH3.ans	0	11	1	1	g22.i.answer.a.FH3.ans
100585	g22.i.answer.a.FH3A.ans	0	11	1	3	g22.i.answer.a.FH3A.ans
100586	g22.i.answer.a.FH3B.ans	0	11	1	2	g22.i.answer.a.FH3B.ans
100595	g22.i.answer.a.FH5B.ans	0	11	1	3	g22.i.answer.a.FH5B.ans
100598	g22.i.answer.a.FH6B.ans	0	11	1	3	g22.i.answer.a.FH6B.ans
100599	g22.i.answer.a.FH9.ans	0	11	1	4	g22.i.answer.a.FH9.ans
100603	g22.i.answer.a.OP1M.ans	0	11	1	4	g22.i.answer.a.OP1M.ans
100605	g22.i.answer.a.L1.ans	0	11	1	6	g22.i.answer.a.L1.ans
100610	g22.i.answer.a.L2.ans	0	11	1	7	g22.i.answer.a.L2.ans
100617	g22.i.answer.a.L3A.ans/main	0	11	1	5	g22.i.answer.a.L3A.ans/main
100622	g22.i.answer.a.L5A.ans	0	11	1	9	g22.i.answer.a.L5A.ans
100625	g22.i.answer.a.L5DM.ans	0	11	1	6	g22.i.answer.a.L5DM.ans
100626	g22.i.answer.a.L5DF.ans	0	11	1	8	g22.i.answer.a.L5DF.ans
100628	g22.i.answer.a.L6C.ans	0	11	1	9	g22.i.answer.a.L6C.ans
100629	g22.i.answer.a.L7.ans/main	0	11	1	9	g22.i.answer.a.L7.ans/main
100630	g22.i.answer.a.L7A.ans/main	0	11	1	8	g22.i.answer.a.L7A.ans/main
100631	g22.i.answer.a.H6.ans/main	0	11	1	5	g22.i.answer.a.H6.ans/main
100635	g22.i.answer.a.H11.ans	0	11	1	7	g22.i.answer.a.H11.ans
100636	g22.i.answer.a.H11A.ans	0	11	1	6	g22.i.answer.a.H11A.ans
100637	g22.i.answer.a.H12.ans	0	11	1	6	g22.i.answer.a.H12.ans
100639	g22.i.answer.a.F1.ans	0	11	1	4	g22.i.answer.a.F1.ans
100640	g22.i.answer.a.HT_CANDO.ans	0	11	1	4	g22.i.answer.a.HT_CANDO.ans
100641	g22.i.answer.a.COG_INIT.ans	0	11	1	2	g22.i.answer.a.COG_INIT.ans
100642	g22.i.answer.a.FI_INTRO.ans	0	11	1	2	g22.i.answer.a.FI_INTRO.ans
100643	g22.i.answer.a.FI_1.ans	0	11	1	7	g22.i.answer.a.FI_1.ans
100644	g22.i.answer.a.FI_2.ans	0	11	1	7	g22.i.answer.a.FI_2.ans
100645	g22.i.answer.a.FI_3.ans	0	11	1	7	g22.i.answer.a.FI_3.ans
100646	g22.i.answer.a.FI_4.ans	0	11	1	6	g22.i.answer.a.FI_4.ans
100647	g22.i.answer.a.FI_5.ans	0	11	1	7	g22.i.answer.a.FI_5.ans
100648	g22.i.answer.a.FI_6.ans	0	11	1	7	g22.i.answer.a.FI_6.ans
100649	g22.i.answer.a.FI_7.ans	0	11	1	7	g22.i.answer.a.FI_7.ans
100650	g22.i.answer.a.FI_8.ans	0	11	1	7	g22.i.answer.a.FI_8.ans
100651	g22.i.answer.a.FI_9.ans	0	11	1	7	g22.i.answer.a.FI_9.ans
100652	g22.i.answer.a.FI_10.ans	0	11	1	7	g22.i.answer.a.FI_10.ans
100653	g22.i.answer.a.FI_11.ans	0	11	1	7	g22.i.answer.a.FI_11.ans
100654	g22.i.answer.a.FI_12.ans	0	11	1	8	g22.i.answer.a.FI_12.ans
100655	g22.i.answer.a.FI_13.ans	0	11	1	6	g22.i.answer.a.FI_13.ans
100656	g22.i.answer.a.D5A.ans/pilot	0	11	1	6	g22.i.answer.a.D5A.ans/pilot
100657	g22.i.answer.a.D10.ans/pilot	0	11	1	7	g22.i.answer.a.D10.ans/pilot
100658	g22.i.answer.a.D12.ans/pilot	0	11	1	7	g22.i.answer.a.D12.ans/pilot
100659	g22.i.answer.a.WP1A.ans/pilot	0	11	1	7	g22.i.answer.a.WP1A.ans/pilot
100662	g22.i.answer.a.WP11.ans/pilot	0	11	1	8	g22.i.answer.a.WP11.ans/pilot
100663	g22.i.answer.a.MB2.ans/pilot	0	11	1	6	g22.i.answer.a.MB2.ans/pilot
100664	g22.i.answer.a.MB3.ans/pilot	0	11	1	6	g22.i.answer.a.MB3.ans/pilot
