data_field	col_start	col_end	data_type	data_coding	field_name
4237	2147	2206	Integer	17	Time to press 'next' (left)
4247	2747	2806	Integer	17	Time to press 'next' (right)
4234	1967	2026	Integer	0	Time to press first digit (left)
4245	2627	2686	Integer	0	Time to press first digit (right)
4235	2027	2086	Integer	0	Time to press last digit (left)
4246	2687	2746	Integer	0	Time to press last digit (right)
4232	1847	1906	Categorical (single)	29	Triplet correct (left)
4243	2507	2566	Categorical (single)	29	Triplet correct (right)
4236	2087	2146	Text	0	Triplet entered (left)
4242	2447	2506	Text	0	Triplet entered (right)
4229	1727	1786	Text	0	Triplet played (left)
4240	2327	2386	Text	0	Triplet played (right)
4270	2935	2938	Categorical (single)	15	Volume level set by participant (left)
4277	2951	2954	Categorical (single)	15	Volume level set by participant (right)
5266	4227	4228	Curve	0	Applanation curve (left)
5258	4214	4215	Curve	0	Applanation curve (right)
5264	4223	4224	Continuous	0	Corneal hysteresis (left)
5256	4210	4211	Continuous	0	Corneal hysteresis (right)
5265	4225	4226	Continuous	0	Corneal resistance factor (left)
5257	4212	4213	Continuous	0	Corneal resistance factor (right)
5196	4167	4168	Categorical (single)	100274	Intra-ocular pressure (IOP) method (left)
5194	4165	4166	Categorical (single)	100274	Intra-ocular pressure (IOP) method (right)
5261	4218	4218	Text	0	Intra-ocular pressure device ID (left)
5253	4205	4205	Text	0	Intra-ocular pressure device ID (right)
5263	4221	4222	Continuous	0	Intra-ocular pressure, Goldmann-correlated (left)
5255	4208	4209	Continuous	0	Intra-ocular pressure, Goldmann-correlated (right)
5262	4219	4220	Continuous	0	Intra-ocular pressure, corneal-compensated (left)
5254	4206	4207	Continuous	0	Intra-ocular pressure, corneal-compensated (right)
5267	4229	4230	Curve	0	Pressure curve (left)
5259	4216	4217	Curve	0	Pressure curve (right)
20054	8059	8059	Categorical (single)	54	Reason for skipping IOP (left)
20053	8058	8058	Categorical (single)	54	Reason for skipping IOP (right)
110005	18112	18112	Categorical (single)	100693	Invitation to physical activity study, acceptance
110006	18113	18113	Date	0	Invitation to physical activity study, date sent
90002	16535	16535	Categorical (single)	93	Data problem indicator
90182	16708	16708	Integer	0	Data recording errors
90179	16705	16705	Integer	0	Device ID
90181	16707	16707	Continuous	0	Duration of interrupted recording periods
90180	16706	16706	Integer	0	Interrupted recording periods
90186	16712	16712	Integer	0	Maximum readings exceeding +/-8 gravities after calibration in a 5 second epoch
90184	16710	16710	Integer	0	Maximum readings exceeding +/-8 gravities before calibration in a 5 second epoch
90185	16711	16711	Integer	0	Readings exceeding +/-8 gravities after calibration
90183	16709	16709	Integer	0	Readings exceeding +/-8 gravities before calibration
90188	16714	16714	Continuous	0	Sample rate average
90191	16717	16717	Continuous	0	Sample rate maximum
90190	16716	16716	Continuous	0	Sample rate minimum
90189	16715	16715	Continuous	0	Sample rate standard deviation
90192	16718	16718	Continuous	0	Temperature average
90195	16721	16721	Continuous	0	Temperature maximum
90194	16720	16720	Continuous	0	Temperature minimum
90193	16719	16719	Continuous	0	Temperature standard deviation
90187	16713	16713	Integer	0	Total data readings
6073	5789	5790	Integer	0	Duration at which OCT screen shown (left)
6071	5785	5786	Integer	0	Duration at which OCT screen shown (right)
6072	5787	5788	Categorical (single)	100274	OCT measured (left)
6070	5783	5784	Categorical (single)	100274	OCT measured (right)
5270	4231	4232	Text	0	Optical-coherence tomography device ID
20062	8067	8067	Categorical (single)	54	Reason for skipping OCT (left)
20061	8066	8066	Categorical (single)	54	Reason for skipping OCT (right)
3061	1229	1240	Integer	0	Acceptability of each blow result
10693	6383	6386	Integer	0	Acceptability of each blow result (pilot)
20031	8032	8043	Text	0	Acceptability of each blow result (text)
20032	8044	8047	Text	0	Acceptability of each blow result (text) (pilot)
3089	1319	1322	Categorical (single)	7	Caffeine drink within last hour
3088	1315	1318	Categorical (single)	100267	Contra-indications for spirometry
3066	1289	1300	Curve	0	Data points for blow
10697	6399	6402	Curve	0	Data points for blow (pilot)
20258	9565	9565	Continuous	0	FEV1/ FVC ratio Z-score
3063	1253	1264	Continuous	0	Forced expiratory volume in 1-second (FEV1)
10695	6391	6394	Continuous	0	Forced expiratory volume in 1-second (FEV1) (pilot)
20256	9563	9563	Continuous	0	Forced expiratory volume in 1-second (FEV1) Z-score
20150	8960	8960	Continuous	0	Forced expiratory volume in 1-second (FEV1), Best measure
20153	8963	8963	Continuous	0	Forced expiratory volume in 1-second (FEV1), predicted
20154	8964	8964	Continuous	0	Forced expiratory volume in 1-second (FEV1), predicted percentage
3062	1241	1252	Continuous	0	Forced vital capacity (FVC)
10694	6387	6390	Continuous	0	Forced vital capacity (FVC) (pilot)
20257	9564	9564	Continuous	0	Forced vital capacity (FVC) Z-score
20151	8961	8961	Continuous	0	Forced vital capacity (FVC), Best measure
3137	1331	1334	Integer	0	Number of measurements made
10717	6405	6405	Integer	0	Number of measurements made (pilot)
3065	1277	1288	Categorical (single)	23	Ordering of blows
3064	1265	1276	Integer	0	Peak expiratory flow (PEF)
10696	6395	6398	Integer	0	Peak expiratory flow (PEF) (pilot)
20042	8049	8049	Categorical (single)	47	Reason for skipping spirometry
20152	8962	8962	Categorical (single)	7	Reproduciblity of spirometry measurement using ERS/ATS criteria
3059	1205	1216	Categorical (single)	22	Result ranking
10691	6379	6382	Categorical (single)	22	Result ranking (pilot)
3159	1344	1347	Categorical (single)	7	Smoked cigarette or pipe within last hour
42	48	51	Text	0	Spirometer device ID
20255	9562	9562	Categorical (single)	1506	Spirometry QC measure
3132	1327	1330	Text	0	Spirometry device serial number
10714	6404	6404	Text	0	Spirometry device serial number (pilot)
10711	6403	6403	Categorical (single)	100282	Spirometry method (pilot)
3060	1217	1228	Time	0	Time of blow measurement
3090	1323	1326	Categorical (single)	7	Used an inhaler for chest within last hour
5212	4193	4194	Categorical (single)	34	Direct or mirror view (left)
5205	4181	4182	Categorical (single)	34	Direct or mirror view (right)
5081	3283	3314	Text	0	Displayed letters in round (left)
5080	3251	3282	Text	0	Displayed letters in round (right)
5211	4191	4192	Continuous	0	Distance of viewer to screen (left)
5204	4179	4180	Continuous	0	Distance of viewer to screen (right)
5188	4155	4156	Integer	0	Duration visual-acuity screen displayed (left)
5186	4151	4152	Integer	0	Duration visual-acuity screen displayed (right)
5207	4185	4186	Integer	0	Final number of letters displayed (left)
5200	4173	4174	Integer	0	Final number of letters displayed (right)
6075	5793	5794	Categorical (single)	36	Glasses worn/required (left)
6074	5791	5792	Categorical (single)	36	Glasses worn/required (right)
20262	9571	9571	Categorical (single)	1543	Myopia diagnosis
5077	3155	3186	Integer	0	Number of letters correct in round (left)
5076	3123	3154	Integer	0	Number of letters correct in round (right)
5074	3059	3090	Integer	0	Number of letters shown in round (left)
5075	3091	3122	Integer	0	Number of letters shown in round (right)
5209	4189	4190	Integer	0	Number of rounds to result (left)
5202	4177	4178	Integer	0	Number of rounds to result (right)
20057	8062	8062	Categorical (single)	56	Reason for skipping visual acuity (left)
20056	8061	8061	Categorical (single)	56	Reason for skipping visual acuity (right)
5187	4153	4154	Categorical (single)	100274	Visual acuity measured (left)
5185	4149	4150	Categorical (single)	100274	Visual acuity measured (right)
5082	3315	3346	Text	0	Visual acuity result in round (left)
5083	3347	3378	Text	0	Visual acuity result in round (right)
20261	9570	9570	Continuous	0	avMSE
5078	3187	3218	Continuous	0	logMAR in round (left)
5079	3219	3250	Continuous	0	logMAR in round (right)
5208	4187	4188	Continuous	0	logMAR, final (left)
5201	4175	4176	Continuous	0	logMAR, final (right)
5206	4183	4184	Continuous	0	logMAR, initial (left)
5199	4171	4172	Continuous	0	logMAR, initial (right)
